repositoryGitHubSlug,npmPackageName,versionOfInterest,versionOfInterestReleaseDate
substack/covert,covert,1.1.0,2015-05-04T17:20:20.708Z
d-fischer/cache-decorators,@d-fischer/cache-decorators,1.0.1,2019-11-27T23:04:17.815Z
markdalgleish/gulp-coveralls,gulp-coveralls,0.1.4,2015-04-26T21:22:40.247Z
knownasilya/ember-toastr,ember-toastr,0.1.2,2015-07-24T13:05:56.694Z
zabute/gatsby-plugin-svgr,gatsby-plugin-svgr,0.2.1,2017-12-31T17:05:51.547Z
Enngage/ngx-captcha,ngx-captcha,1.1.3,2018-03-14T07:15:33.092Z
royalpinto/node-cares,cares,1.1.5,2016-07-22T05:42:49.335Z
LinusU/md5-dir,md5-dir,0.1.0,2016-10-16T11:40:42.072Z
vkarpov15/acquit-ignore,acquit-ignore,0.2.0,2019-01-28T00:57:41.828Z
cncf/landscapeapp,interactive-landscape,1.0.471,2020-07-29T00:32:30.630Z
propelml/propel,propel,2.0.1,2016-09-17T18:05:20.703Z
babel/babel/tree/master/packages/babel-helper-remap-async-to-generator,babel-helper-remap-async-to-generator,6.1.6,2015-11-12T07:33:58.069Z
koajs/ejs,koa-ejs,3.0.0,2015-11-19T12:14:02.307Z
sindresorhus/log-update,log-update,1.0.2,2015-10-02T16:40:45.977Z
humanmade/react-oembed-container,react-oembed-container,0.2.0,2018-02-19T17:26:07.900Z
analog-nico/hpp,hpp,0.2.2,2017-04-12T00:38:11.076Z
nuxt-community/nuxt-class-component,nuxt-class-component,1.1.1,2017-11-13T09:39:54.879Z
oblador/react-native-progress,react-native-progress,4.1.0,2020-03-30T23:00:41.729Z
delta-xz/recursive-readdir,recursive-readdir-synchronous,0.0.3,2016-03-08T13:51:55.903Z
chenckang/react-json-pretty,react-json-pretty,2.0.0,2019-01-03T07:00:11.308Z
tjmehta/object-loops,object-loops,0.2.0,2015-10-06T02:01:48.702Z
gooddata/gooddata-js,gooddata,3.0.0,2017-08-23T14:26:34.638Z
jonschlinkert/map-schema,map-schema,0.1.3,2016-02-17T21:07:25.606Z
mbell8903/passport-auth-token,passport-auth-token,1.0.1,2015-02-24T18:25:29.398Z
LinkedDataFragments/Server.js/tree/master/packages/feature-qpf,@ldf/feature-qpf,3.0.7,2020-04-14T13:29:27.474Z
jonschlinkert/remove-bom-buffer,remove-bom-buffer,3.0.0,2017-07-05T18:40:47.841Z
doublesharp/nodemailer-mock,nodemailer-mock,1.3.14,2018-09-14T14:20:46.490Z
JS-DevTools/coverage-istanbul-loader,@jsdevtools/coverage-istanbul-loader,3.0.3,2020-03-16T11:11:46.930Z
brightcove/react-player-loader,@brightcove/react-player-loader,0.2.0,2018-08-21T21:11:41.794Z
Semigradsky/math-interval-parser,math-interval-parser,1.0.0,2015-02-17T14:25:03.475Z
useparagon.com/nestjs-redis-cluster,nestjs-redis-cluster,1.2.8,2020-07-02T05:40:46.685Z
sindresorhus/resolve-cwd,resolve-cwd,3.0.0,2019-04-30T12:53:23.953Z
bahmutov/generator-node-bahmutov,generator-node-bahmutov,1.34.0,2017-07-09T15:51:28.255Z
danielcompton/ip-range-check,ip-range-check,0.2.0,2019-06-21T22:14:23.458Z
Blocklevel/blue-next,bcli,0.6.0,2017-01-10T16:06:49.540Z
dweirich/gatsby-plugin-react-leaflet,gatsby-plugin-react-leaflet,1.0.2,2018-07-19T06:36:50.017Z
graphql/graphql-js,graphql,0.1.10,2015-07-27T23:37:02.303Z
bolt-design-system/bolt/tree/master/packages/components/bolt-chip-list,@bolt/components-chip-list,1.0.3,2018-04-03T22:25:02.353Z
Luehang/react-native-masonry-list,react-native-masonry-list,2.7.0,2019-02-15T05:43:06.615Z
rse/pegjs-otf,pegjs-otf,1.0.6,2015-05-30T21:32:08.151Z
jdeal/qim,qim,0.0.0,2017-03-18T16:39:23.221Z
fex-team/fis3-command-release,fis3-command-release,1.3.7,2016-06-06T08:42:18.686Z
calvinmetcalf/rollup-plugin-node-globals,rollup-plugin-node-globals,1.0.1,2016-03-10T15:05:54.618Z
samccone/chrome-trace-event,chrome-trace-event,1.0.1,2019-05-26T03:37:52.031Z
airbnb/polyglot.js,node-polyglot,2.2.1,2016-11-18T18:11:50.766Z
mailjet/mailjet-apiv3-nodejs,node-mailjet,3.0.6,2016-11-02T18:16:59.969Z
brokenbot/sftp-promises,sftp-promises,1.0.3,2015-09-26T07:15:42.569Z
josdejong/propagating-hammerjs,propagating-hammerjs,1.2.0,2015-01-05T09:17:12.740Z
storybooks/react-treebeard,react-treebeard,3.2.2,2019-04-29T11:45:13.778Z
cyrilwanner/optimized-images-loader,optimized-images-loader,0.2.6,2020-07-30T10:21:18.928Z
medikoo/sprintf-kit,sprintf-kit,1.2.0,2018-06-01T08:21:58.971Z
Raynos/reduce,reduce,1.0.2,2019-03-01T18:22:57.208Z
metafizzy/isotope-packery,isotope-packery,1.1.3,2015-05-10T14:45:03.923Z
shakyshane/resp-modifier,resp-modifier,5.0.0,2015-08-04T21:18:35.808Z
liushuping/propose,propose,0.0.4,2015-06-24T01:45:27.874Z
coderaiser/minify,minify,2.0.6,2016-04-04T11:30:41.252Z
octokit/plugin-throttling.js,@octokit/plugin-throttling,2.2.1,2019-01-15T21:27:53.669Z
AppGyver/ag-resource-loader-json,ag-resource-loader-json,0.4.3,2015-04-02T09:13:46.655Z
purposeindustries/node-logstash-client,logstash-client,1.1.0,2016-07-04T08:38:27.067Z
guidone/node-red-contrib-chatbot,node-red-contrib-chatbot,0.17.2,2019-11-04T16:10:36.339Z
emeeks/semiotic-mark,semiotic-mark,0.4.2,2019-10-06T18:24:12.626Z
elliottsj/babel-inline-import-loader,babel-inline-import-loader,0.0.3,2017-07-14T17:45:34.402Z
implydata/immutable-class,immutable-class,0.3.11,2016-03-21T03:22:39.619Z
bbc/psammead/tree/latest/packages/components/psammead-caption,@bbc/psammead-caption,2.1.0,2019-07-16T21:18:26.145Z
apidoc/apidoc-core,apidoc-core,0.12.0,2020-08-14T09:20:37.184Z
react-component/dialog,rc-dialog,6.5.4,2016-12-08T03:55:37.317Z
SassDoc/sass-convert,sass-convert,0.4.0,2015-01-15T10:25:24.483Z
tjmehta/graphql-fetch,graphql-fetch,1.0.0,2016-06-03T19:18:14.287Z
GlenTiki/hdr-histogram-percentiles-obj,hdr-histogram-percentiles-obj,2.0.0,2018-07-20T10:37:50.405Z
angular-extensions/elements,@angular-extensions/elements,8.2.0,2019-07-18T11:24:46.409Z
csquared/node-logfmt,logfmt,1.2.1,2018-05-24T01:27:33.137Z
primer/stylelint-selector-no-utility,stylelint-selector-no-utility,1.8.9,2018-07-02T18:03:51.509Z
jonschlinkert/code-context,code-context,0.5.0,2015-03-11T00:32:59.193Z
doochik/babel-plugin-transform-react-ssr-try-catch,@doochik/babel-plugin-transform-react-ssr-try-catch,3.0.0,2019-05-30T13:09:20.757Z
iconify/iconify-react,@iconify/react,0.0.3,2019-01-23T07:32:17.532Z
scttcper/koa2-swagger-ui,koa2-swagger-ui,2.5.9,2017-08-28T06:41:48.682Z
babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining,@babel/plugin-syntax-optional-chaining,7.2.0,2018-12-03T19:01:07.243Z
BinaryMuse/atom-mocha-test-runner,@smashwilson/atom-mocha-test-runner,1.2.1,2018-08-13T14:36:09.157Z
keplersj/jest-runner-prettier,jest-runner-prettier,0.1.0,2017-11-25T20:33:02.858Z
douglasduteil/isparta,isparta,1.4.0,2015-02-08T17:48:42.781Z
nuxt-community/modules,@nuxtjs/google-tag-manager,0.0.4,2017-06-02T18:43:47.286Z
lo1tuma/eslint-plugin-mocha,eslint-plugin-mocha,5.1.0,2018-07-06T10:36:58.022Z
mfrachet/cypress-audit,cypress-audit,0.0.3,2020-02-19T13:21:47.644Z
lklepner/socket.io-adapter-mongo,socket.io-adapter-mongo,1.0.1,2017-05-31T20:14:57.154Z
knownasilya/jquery-highlight,jquery-highlight,3.3.0,2015-08-17T17:53:06.829Z
accordproject/cicero,@accordproject/cicero-core,0.21.4,2020-08-26T14:15:36.126Z
PrismarineJS/prismarine-windows,prismarine-windows,1.5.0,2020-07-06T19:55:21.681Z
jamesknelson/gulp-rev-replace,gulp-rev-replace,0.3.4,2015-02-13T04:01:22.185Z
sindresorhus/gulp-strip-debug,gulp-strip-debug,2.0.0,2017-12-31T10:42:59.570Z
standard/standard-engine,standard-engine,5.1.1,2016-10-12T02:42:30.931Z
notoriousb1t/polymorph,polymorph-js,0.2.0,2017-11-08T05:42:18.616Z
npm/npmconf,npmconf,2.1.2,2015-05-19T01:42:29.380Z
trufflesuite/provider-engine,@trufflesuite/web3-provider-engine,14.0.7,2020-06-29T22:50:03.967Z
canjs/can-make-rest,can-make-rest,0.1.1,2017-06-23T19:54:41.811Z
akameco/read-babelrc-up,read-babelrc-up,1.1.0,2020-03-18T10:50:37.658Z
babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source,babel-plugin-transform-react-jsx-source,6.8.0,2016-05-02T23:45:14.216Z
jussi-kalliokoski/gulp-awspublish-router,gulp-awspublish-router,0.1.1,2015-02-04T11:03:30.280Z
functionscope/Node-Excel-Export,excel-export,0.5.1,2016-02-09T23:30:12.853Z
Automattic/monk,monk,7.3.2,2020-08-31T11:56:52.154Z
tjmehta/middleware-flow,middleware-flow,0.7.0,2015-04-21T20:13:32.063Z
amsul/pickadate.js,pickadate,3.6.3,2019-04-03T15:17:11.128Z
reggi/subrepo,@reggi/subrepo,0.0.76,2018-07-28T08:39:17.310Z
DevSnowflake/Canvacord,canvacord,5.0.1,2020-10-03T07:19:06.859Z
lokalise/node-lokalise-api,@lokalise/node-api,5.2.2,2020-11-10T14:54:54.046Z
leancloud/js-realtime-sdk,leancloud-realtime,2.2.0,2015-07-28T09:14:08.783Z
https://git.rootprojects.org/root/acme-http-01-webroot.js,le-challenge-fs,2.0.5,2016-08-31T00:29:55.842Z
BinaryThumb/change-case-object,change-case-object,1.1.1,2015-12-14T18:11:23.846Z
Maxim-Mazurok/google-api-typings-generator,@maxim_mazurok/gapi.client.drive,3.0.20201108,2020-11-11T19:12:30.395Z
d3plus/d3plus-viz,d3plus-viz,0.12.46,2019-11-26T20:38:16.540Z
microsoft/boll,@boll/cli,1.1.109,2020-09-26T01:03:39.258Z
single-spa/single-spa,single-spa,1.2.5,2015-11-08T00:24:53.854Z
vigour-io/parse-large-json,parse-large-json,1.2.0,2017-05-19T14:17:51.139Z
Tixit/gem.js,gem,2.0.1,2015-11-10T21:33:15.506Z
ghaiklor/node-print-message,print-message,1.2.0,2015-03-02T18:32:38.300Z
ad-si/shaven,shaven,1.0.0,2016-03-28T21:04:01.795Z
prisma/studio-code,@prisma/studio,0.90.0,2019-09-11T08:54:56.554Z
Relink/luminati,luminati-proxy,0.0.8,2016-03-09T09:36:26.201Z
osk/node-webvtt,node-webvtt,1.7.0,2020-01-22T23:29:59.940Z
node-base/base-cli,base-cli,0.4.5,2016-02-06T15:14:32.976Z
multiformats/js-multihashing,multihashing,0.2.1,2016-04-17T19:31:54.455Z
elliotttf/skeleton-key,skeleton-key,2.0.0,2016-12-09T22:17:55.732Z
changesets/changesets/tree/master/packages/get-github-info,@changesets/get-github-info,0.1.2,2019-05-31T07:57:47.353Z
kaelzhang/b2a,b2a,1.0.0,2017-09-08T10:08:21.381Z
mock-end/random-millisecond,random-millisecond,1.0.0,2016-04-24T19:31:49.046Z
electronjs/windows-installer,muon-winstaller,2.4.2,2016-12-19T14:01:12.275Z
m4nuC/async-busboy,async-busboy,0.2.1,2016-09-15T03:49:30.432Z
ABenassi87/ngx-text-diff,ngx-text-diff,0.5.0,2018-10-28T19:39:59.778Z
arkokoley/pdfvuer,pdfvuer,1.7.0,2020-07-28T17:51:35.835Z
https://hub.jazz.net/project/bluemixmobilesdk/ibmbluemix-javascript,ibmbluemix,1.0.1,2016-04-21T21:08:06.274Z
babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from,@babel/plugin-syntax-export-namespace-from,7.8.0,2020-01-12T00:16:11.991Z
alistairjcbrown/gulp-lint-filepath,gulp-lint-filepath,1.0.0,2015-06-11T22:31:17.480Z
jls/nightwatch-html-reporter,nightwatch-html-reporter,1.0.6,2016-06-10T17:14:57.650Z
othiym23/async-some,async-some,1.0.2,2015-05-22T01:39:06.824Z
raptorjs/raptor-renderer,raptor-renderer,1.1.9,2015-01-22T21:16:48.842Z
Gmousse/dataframe-js,dataframe-js,1.3.0,2018-04-26T20:11:10.281Z
IonicaBizau/le-table,le-table,5.0.0,2016-04-17T08:59:43.591Z
nwhetsell/csound-api,csound-api,0.4.0,2015-10-22T12:52:34.586Z
webdeveloperpr/draft-js-custom-styles,draft-js-custom-styles,1.2.9,2017-05-21T14:32:58.590Z
develar/app-builder,app-builder-bin,1.5.1,2018-03-05T07:28:45.768Z
apollographql/apollo-tracing-js,apollo-tracing,0.8.4,2019-09-01T21:47:06.611Z
flitbit/json-ptr,json-ptr,1.3.2,2020-07-20T12:28:49.435Z
alanrubin/redux-simple-promise,redux-simple-promise,2.0.2,2015-09-08T13:12:27.202Z
nearform/node-clinic-flame,@nearform/flame,3.4.0,2018-11-22T11:57:06.044Z
babel/babel/tree/master/packages/babel-helper-optimise-call-expression,babel-helper-optimise-call-expression,6.1.8,2015-11-12T07:41:20.977Z
mokkabonna/json-schema-merge-allof,json-schema-merge-allof,0.7.0,2019-09-20T08:35:35.823Z
jaredhanson/deamdify,deamdify,0.3.0,2017-03-09T18:48:27.189Z
pm2-hive/pm2-logrotate,pm2-logrotate,1.1.0,2015-08-12T15:54:13.069Z
creditkarma/thrift-server/tree/master/packages/thrift-client,@creditkarma/thrift-client,0.10.4,2018-11-19T21:06:53.100Z
antonosmond/mock-aws,mock-aws,1.2.2,2015-08-16T10:30:47.813Z
aws/aws-cdk,@aws-cdk/cx-api,1.1.0,2019-07-19T21:27:20.384Z
pqina/react-filepond,react-filepond,2.0.2,2018-04-06T09:44:44.960Z
kevlened/jose/tree/master/packages/jwk-lite,jwk-lite,0.1.2,2018-05-10T15:43:30.818Z
jonschlinkert/is-accessor-descriptor,is-accessor-descriptor,0.1.3,2015-10-04T19:03:30.432Z
sindresorhus/ipify,ipify,3.0.0,2019-04-18T11:27:34.414Z
peerigon/markdown-loader,markdown-loader,2.0.0,2017-02-03T17:22:18.211Z
IBM-Bluemix/cf-deployment-tracker-client-node,cf-deployment-tracker-client,0.1.3,2017-01-21T01:02:49.725Z
cronvel/async-kit,async-kit,0.6.4,2015-10-29T14:36:37.095Z
hubotio/hubot-mock-adapter,hubot-mock-adapter,1.1.0,2018-08-09T01:19:00.782Z
mafintosh/duplexify,duplexify,3.6.0,2018-05-04T10:32:23.233Z
gridsome/gridsome/tree/master/packages/source-filesystem,@gridsome/source-filesystem,0.0.4,2018-10-17T01:53:20.095Z
omuni-ai/arv-reactcomponents,arv-extends,4.1.1,2018-12-04T14:40:15.303Z
prebuild/prebuild-install,prebuild-install,5.3.6,2020-10-20T10:23:33.232Z
gajus/slonik-interceptor-field-name-transformation,slonik-interceptor-field-name-transformation,1.4.0,2019-09-09T19:26:47.532Z
thenables/composition,composition,2.1.2,2015-07-06T07:26:03.158Z
asyncapi/generator-filters,@asyncapi/generator-filters,1.1.0,2020-09-11T11:53:42.077Z
brunch/coffee-script-brunch,coffee-script-brunch,2.0.0,2016-01-29T00:36:17.490Z
trentm/node-dashdash,dashdash,1.11.0,2015-12-31T17:03:38.561Z
blackbaud/skyux-list-builder-view-grids,@skyux/list-builder-view-grids,4.0.2,2020-08-19T17:57:18.331Z
uxsolutions/bootstrap-datepicker,bootstrap-datepicker,1.6.1,2016-05-06T19:48:15.509Z
beam-australia/react-env,@beam-australia/react-env,1.3.1,2019-05-31T09:50:27.370Z
andris9/mailcomposer,mailcomposer,3.3.2,2016-01-20T21:16:05.810Z
enb/enb-borschik,enb-borschik,2.1.0,2015-10-07T14:02:28.824Z
procore/particles/,@particles/filters,8.0.0,2018-05-16T23:20:44.483Z
astro/node-expat,node-expat,2.3.17,2018-08-10T23:12:36.011Z
christopherdro/react-native-html-to-pdf,react-native-html-to-pdf,0.1.1,2015-09-22T16:55:43.889Z
cronvel/seventh,seventh,0.7.31,2020-02-13T14:39:42.908Z
hugomrdias/pull-to-stream,pull-to-stream,0.1.0,2019-02-22T18:15:54.052Z
gitlab.com:citygro/vdata,@citygro/vdata,9.4.0,2018-07-16T16:02:50.414Z
PeculiarVentures/pvtsutils,pvtsutils,1.1.1,2020-11-03T15:06:32.288Z
jonschlinkert/get-object,get-object,0.2.0,2015-08-27T08:58:33.983Z
zerobytes/react-web-dynamic-tools,@zerobytes/react-web-dynamic-tools,0.3.28,2020-01-09T19:33:14.361Z
wikimedia/grunt-stylelint,grunt-stylelint,0.12.0,2019-10-21T12:44:36.953Z
mansona/ember-body-class,ember-body-class,2.0.0,2020-11-05T10:33:37.870Z
williamkapke/extensions,extensions,4.0.0,2016-01-28T03:52:04.429Z
Gbuomprisco/ngx-chips,ngx-chips,1.6.8,2018-04-02T16:52:38.698Z
leecrossley/grunt-timer,grunt-timer,0.6.0,2015-02-07T09:10:12.382Z
sideroad/koiki,koiki,4.3.10,2017-04-28T14:14:25.339Z
darrachequesne/has-binary,has-binary2,1.0.3,2018-05-14T11:52:18.864Z
FormidableLabs/builder-victory-component,builder-victory-component,0.0.4,2015-12-09T01:36:37.626Z
tricoder42/named-urls,named-urls,2.0.0,2019-11-25T09:24:47.257Z
ipfs/js-ipfs-api,ipfs-api,1.0.1,2015-02-05T06:04:04.337Z
telerik/kendo-angular-resize-sensor,@progress/kendo-angular-resize-sensor,3.0.3,2018-05-09T14:35:19.613Z
dfcreative/svg-path-bounds,svg-path-bounds,1.0.1,2017-08-24T16:35:23.040Z
timoxley/serializerr,serializerr,1.0.3,2016-08-09T17:00:25.211Z
sindresorhus/code-point-at,code-point-at,1.0.1,2016-09-30T08:13:05.732Z
expo/sentry-expo,sentry-expo,2.0.2,2020-01-17T17:00:32.647Z
christkv/require_optional,require_optional,1.0.0,2016-02-03T12:52:17.380Z
trueadm/babel-plugin-inferno,babel-plugin-inferno,3.1.0,2017-03-27T20:57:53.198Z
gmurphey/ember-config-service,ember-config-service,0.1.7,2017-10-24T03:00:16.725Z
panz3r/react-keycloak,react-keycloak,6.0.5,2019-07-17T07:24:25.484Z
codemirror/codemirror.next,@codemirror/next,0.16.0,2020-12-28T11:20:55.272Z
emotion-js/emotion/tree/main/packages/babel-plugin,@emotion/babel-plugin,11.0.0,2020-11-12T00:45:27.340Z
t4d-code/fake-web-socket-server,fake-web-socket-server,1.0.0,2018-08-29T20:24:16.956Z
HeroProtagonist/eslint-plugin-module-resolver,eslint-plugin-module-resolver,0.3.0,2018-04-30T20:30:10.003Z
sinonjs/commons,@sinonjs/commons,1.7.2,2020-04-08T11:12:14.821Z
shobhitsinghal624/passport-google-authcode,passport-google-authcode,0.1.5,2018-11-27T17:12:50.064Z
bentatum/better-react-spinkit,better-react-spinkit,0.0.19,2016-04-08T19:00:43.661Z
reggi/pkg-plugin-babel-6-to-node-4,@reggi/pkg-plugin-babel-6-to-node-4,0.0.90,2018-07-28T09:34:56.343Z
git://github.com:mafintosh/level-filesystem,level-filesystem,1.2.0,2015-12-01T13:00:05.332Z
jamiebuilds/codeowners-utils,codeowners-utils,1.0.2,2020-04-29T20:32:42.651Z
0xProject/0x-mesh,@0x/mesh-rpc-client,9.4.0,2020-05-28T21:02:35.902Z
jpillora/grunt-aws,grunt-aws,0.6.1,2015-10-03T11:40:59.326Z
apigee-127/swagger-tools,swagger-tools,0.8.3,2015-02-16T22:52:43.332Z
tilgovi/dom-seek,dom-seek,2.0.0,2015-10-22T22:04:03.064Z
panlimin/plm-extend,plm-extend,0.0.8,2017-10-10T02:26:38.592Z
stackgl/glsl-halftone,glsl-halftone,1.0.0,2015-04-05T16:56:50.721Z
steel/mincer-haml-coffee,mincer-haml-coffee,0.0.2,2019-12-03T18:41:48.407Z
Level/encoding-down,encoding-down,2.1.0,2017-01-26T18:31:10.216Z
pyrsmk/qwest,qwest,2.0.3,2015-07-24T22:18:52.714Z
rafamel/errorish,errorish,0.3.0,2019-04-27T02:05:21.683Z
dial-once/node-cache-manager-redis,cache-manager-redis,0.2.3,2016-08-11T09:27:01.003Z
yfinkelstein/node-zookeeper,ZooKeeper,2.0.0,2016-09-10T23:04:09.119Z
paulcpederson/stderr,stderr,1.0.0,2015-04-14T06:12:59.395Z
peacechen/react-native-modal-selector,react-native-modal-selector,0.0.23,2017-11-25T10:31:06.133Z
nextcloud/nextcloud-vue-dashboard,@nextcloud/vue-dashboard,0.1.6,2020-08-19T21:21:03.974Z
shopjs/shop.js,shop.js,1.0.78,2016-12-02T02:13:46.564Z
oclif/parser,@oclif/parser,3.6.3,2018-10-17T00:44:08.258Z
kwonoj/hunspell-dict-downloader,hunspell-dict-downloader,0.0.1,2017-09-30T23:06:15.081Z
davidhellmann/generator-baukasten,generator-baukasten,3.0.12,2018-01-22T21:37:17.668Z
aurelia/webpack-plugin,aurelia-webpack-plugin,1.2.2,2017-02-19T02:59:58.865Z
DataTables/Dist-DataTables-Buttons-Bootstrap4,datatables.net-buttons-bs4,1.6.4,2020-09-18T14:29:49.503Z
webex/webex-js-sdk/tree/master/packages/node_modules/@webex/test-helper-mocha,@webex/test-helper-mocha,1.109.2,2020-12-10T22:20:45.793Z
IonicaBizau/err,err,2.1.11,2019-01-03T15:51:29.189Z
traveloka/javascript,eslint-config-marlint,1.3.1,2015-10-12T21:47:49.142Z
IonicaBizau/package-json-path,package-json-path,1.0.9,2020-08-09T14:48:46.536Z
gummesson/gulp-pixrem,gulp-pixrem,0.1.3,2015-02-11T17:35:34.313Z
emailjs/emailjs-imap-client,emailjs-imap-client,2.0.1,2016-02-11T22:46:23.825Z
vaadin/vaadin-app-layout,@vaadin/vaadin-app-layout,2.0.0,2019-05-03T13:58:33.833Z
ppvg/node-engine-check,engine-check,1.0.0,2016-02-26T11:23:13.348Z
apigee-internal/microgateway,edgemicro,2.1.1,2016-09-28T20:22:53.047Z
mabels/graphql-output-generator,graphql-output-generator,1.1.2,2018-12-05T21:49:47.713Z
kentcdodds/react-workshop-app,@kentcdodds/react-workshop-app,2.19.7,2020-10-27T03:53:22.672Z
jdlehman/react-fuzzy-filter,react-fuzzy-filter,5.0.1,2019-04-01T17:49:46.646Z
dazld/react-on-visible,react-on-visible,0.0.7,2016-07-30T22:32:14.231Z
wankdanker/node-tableify,tableify,1.0.0,2015-11-27T15:28:37.912Z
node-inspector/node-inspector,node-inspector,0.10.2,2015-06-14T21:44:37.598Z
Microsoft/dtslint,dtslint,4.0.6,2020-11-20T01:03:19.095Z
Xotic750/is-index-x,is-index-x,2.0.13,2019-07-25T22:19:50.085Z
iservices/flux-angular2,flux-angular2,1.0.86,2016-07-05T19:24:08.603Z
PayU/prometheus-api-metrics,prometheus-api-metrics,2.1.7,2018-12-12T12:33:11.327Z
contentful/contentful-import,contentful-import,7.5.0,2019-04-23T12:34:17.501Z
activeadmin/activeadmin,@activeadmin/activeadmin,2.9.0,2020-12-14T08:56:40.729Z
zepspaiva/doc-recog,doc-recog,0.7.5,2017-08-09T12:31:55.306Z
toots/buffer-browserify,buffer-browserify,0.2.5,2015-01-19T03:10:05.930Z
readmeio/api,api,0.12.8,2017-08-01T20:43:24.326Z
ssh://g@gitlab.baidu.com:8022/tb-component/pc-button,fit-button,3.1.7,2016-05-23T02:22:27.311Z
siddharthkp/prettycli,prettycli,1.4.2,2017-08-08T13:45:25.019Z
react-ga/react-ga,react-ga,2.5.3,2018-05-25T03:00:06.446Z
square/connect-javascript-sdk,square-connect,2.5.5,2018-02-07T00:25:43.221Z
stevenvachon/nopter,nopter,0.3.0,2015-06-27T21:40:19.526Z
ax5ui/ax5ui-layout,ax5ui-layout,1.4.118,2017-11-13T11:23:37.653Z
ing-bank/lion,@lion/core,0.5.2,2020-04-29T08:08:07.280Z
nodeca/js-yaml,js-yaml,3.2.7,2015-02-19T10:09:14.968Z
AceMetrix/bower-license,bower-license,0.2.5,2015-02-12T09:01:55.659Z
atlas-engine/RuntimeDomain.PersistenceApi,@atlas-engine/persistence.repositories.sequelize,1.2.0,2020-10-07T08:41:46.675Z
babel/minify/tree/master/packages/babel-plugin-minify-type-constructors,babel-plugin-minify-type-constructors,0.0.1,2016-08-26T00:52:31.555Z
dy/image-palette,image-palette,2.0.0,2018-11-12T05:14:45.701Z
microsoft/node-request-light,request-light,0.2.2,2017-12-21T09:18:20.716Z
jillix/csv-to-array,csv-to-array,1.0.2,2016-03-15T08:10:30.596Z
colorfulstan/RiotRateLimiter-node,riot-ratelimiter-temp,0.0.3,2019-01-21T23:36:49.757Z
yeoman/grunt-bower-requirejs,grunt-bower-requirejs,2.0.0,2015-01-10T13:36:51.376Z
urish/angular-moment,angular-moment,0.10.3,2015-09-05T21:04:30.440Z
poooi/plugin-quest,poi-plugin-quest-info,4.4.2,2018-01-16T16:36:55.058Z
googleapis/gax-nodejs,google-gax,0.15.0,2018-03-05T20:17:08.433Z
elastic/apm-agent-rum-js,@elastic/apm-rum,4.4.0,2019-08-05T08:37:02.130Z
react-component/m-cascader,rmc-cascader,3.0.4,2016-09-22T14:36:18.075Z
OverZealous/lazypipe,lazypipe,1.0.1,2015-07-02T19:56:44.021Z
klortho/d3-flextree,d3-flextree,2.1.0,2018-04-16T15:02:28.171Z
date-fns/babel-plugin-date-fns,babel-plugin-date-fns,0.2.1,2018-07-24T15:08:16.349Z
miegli/appsapp.cli,appsapp-cli,1.6.100,2018-01-21T14:43:22.485Z
keystonejs/keystone-5/tree/main/packages/arch/packages/loading,@arch-ui/loading,0.0.3,2019-03-18T04:22:48.894Z
Apercu/ripe,ripe,0.1.1,2015-04-22T18:43:49.821Z
mpneuried/rsmq-worker,rsmq-worker,0.3.0,2015-02-16T10:30:45.386Z
AlCalzone/node-aead-crypto,node-aead-crypto,1.0.5,2018-03-01T16:56:30.945Z
babel/babel-loader,babel-loader,6.1.0,2015-11-09T14:20:10.158Z
